I0,I1,I2
-0.2180,0.1096,-0.1113
-0.2191,0.1096,-0.1118
-0.2192,0.1093,-0.1115
-0.2186,0.1090,-0.1126
-0.2185,0.1089,-0.1131
-0.2184,0.1088,-0.1133
-0.2184,0.1079,-0.1119
-0.2185,0.1082,-0.1117
-0.2191,0.1116,-0.1114
-0.2205,0.1118,-0.1115
-0.2207,0.1121,-0.1111
-0.2190,0.1125,-0.1118
-0.2198,0.1132,-0.1116
-0.2199,0.1155,-0.1116
-0.2201,0.1156,-0.1119
-0.2192,0.1154,-0.1114
-0.2181,0.1154,-0.1123
-0.2177,0.1145,-0.1133
-0.2169,0.1134,-0.1143
-0.2171,0.1158,-0.1136
-0.2173,0.1168,-0.1155
-0.2185,0.1182,-0.1148
-0.2194,0.1170,-0.1154
-0.2204,0.1178,-0.1165
-0.2208,0.1178,-0.1167
-0.2196,0.1161,-0.1165
-0.2195,0.1156,-0.1152
-0.2200,0.1160,-0.1148
-0.2206,0.1181,-0.1153
-0.2211,0.1191,-0.1162
-0.2207,0.1188,-0.1165
-0.2206,0.1160,-0.1177
-0.2201,0.1170,-0.1169
-0.2194,0.1164,-0.1172
-0.2185,0.1138,-0.1166
-0.2183,0.1125,-0.1155
-0.2183,0.1108,-0.1164
-0.2180,0.1085,-0.1169
-0.2181,0.1076,-0.1166
-0.2184,0.1064,-0.1158
-0.2185,0.1083,-0.1173
-0.2177,0.1078,-0.1165
-0.2163,0.1071,-0.1164
-0.2162,0.1068,-0.1153
-0.2166,0.1070,-0.1155
-0.2169,0.1067,-0.1153
-0.2164,0.1048,-0.1162
-0.2161,0.1046,-0.1172
-0.2163,0.1049,-0.1163
-0.2157,0.1068,-0.1165
-0.2144,0.1077,-0.1174
-0.2157,0.1055,-0.1179
-0.2169,0.1062,-0.1176
-0.2160,0.1066,-0.1182
-0.2157,0.1084,-0.1183
-0.2158,0.1087,-0.1180
-0.2134,0.1092,-0.1179
-0.2121,0.1104,-0.1171
-0.2118,0.1106,-0.1167
-0.2132,0.1096,-0.1165
-0.2137,0.1093,-0.1164
-0.2144,0.1084,-0.1168
-0.2152,0.1083,-0.1157
-0.2147,0.1092,-0.1152
-0.2135,0.1088,-0.1151
-0.2131,0.1092,-0.1142
-0.2132,0.1084,-0.1125
-0.2137,0.1114,-0.1127
-0.2144,0.1109,-0.1117
-0.2150,0.1099,-0.1106
-0.2144,0.1098,-0.1106
-0.2139,0.1088,-0.1100
-0.2132,0.1097,-0.1103
-0.2127,0.1073,-0.1106
-0.2128,0.1088,-0.1105
-0.2131,0.1090,-0.1110
-0.2132,0.1106,-0.1101
-0.2135,0.1120,-0.1105
-0.2136,0.1130,-0.1090
-0.2143,0.1149,-0.1081
-0.2137,0.1166,-0.1069
-0.2140,0.1164,-0.1050
-0.2144,0.1200,-0.1036
-0.2168,0.1192,-0.1033
-0.2170,0.1203,-0.1043
-0.2153,0.1188,-0.1049
-0.2169,0.1169,-0.1044
-0.2177,0.1192,-0.1053
-0.2178,0.1184,-0.1051
-0.2183,0.1195,-0.1047
-0.2178,0.1202,-0.1056
-0.2176,0.1188,-0.1042
-0.2180,0.1180,-0.1042
-0.2185,0.1150,-0.1038
-0.2190,0.1134,-0.1037
-0.2197,0.1150,-0.1033
-0.2220,0.1147,-0.1024
-0.2212,0.1124,-0.1035
-0.2208,0.1123,-0.1031
-0.2210,0.1107,-0.1032
-0.2218,0.1098,-0.1028
-0.2233,0.1088,-0.1044
-0.2235,0.1093,-0.1053
-0.2247,0.1086,-0.1049
-0.2249,0.1084,-0.1033
-0.2253,0.1075,-0.1035
-0.2256,0.1080,-0.1033
-0.2261,0.1103,-0.1013
-0.2265,0.1100,-0.1020
-0.2260,0.1091,-0.1026
-0.2257,0.1078,-0.1022
-0.2252,0.1074,-0.1007
-0.2254,0.1082,-0.1012
-0.2254,0.1094,-0.0987
-0.2263,0.1079,-0.0991
-0.2271,0.1083,-0.1000
-0.2269,0.1084,-0.0996
-0.2272,0.1119,-0.0996
-0.2263,0.1119,-0.0989
-0.2258,0.1115,-0.0988
-0.2253,0.1130,-0.0978
-0.2260,0.1143,-0.0974
-0.2265,0.1156,-0.0981
-0.2269,0.1162,-0.0975
-0.2282,0.1170,-0.0970
-0.2281,0.1186,-0.0961
-0.2286,0.1175,-0.0955
-0.2289,0.1176,-0.0965
-0.2288,0.1168,-0.0965
-0.2302,0.1158,-0.0956
-0.2303,0.1158,-0.0956
-0.2313,0.1138,-0.0955
-0.2305,0.1147,-0.0955
-0.2298,0.1158,-0.0955
-0.2297,0.1159,-0.0955
-0.2303,0.1173,-0.0952
-0.2323,0.1166,-0.0945
-0.2322,0.1174,-0.0940
-0.2330,0.1171,-0.0946
-0.2319,0.1183,-0.0946
-0.2324,0.1186,-0.0948
-0.2320,0.1175,-0.0935
-0.2324,0.1198,-0.0931
-0.2331,0.1198,-0.0931
-0.2328,0.1197,-0.0949
-0.2324,0.1196,-0.0951
-0.2320,0.1192,-0.0952
-0.2340,0.1202,-0.0958
-0.2339,0.1192,-0.0957
-0.2339,0.1209,-0.0958
-0.2336,0.1213,-0.0949
-0.2346,0.1230,-0.0948
-0.2348,0.1216,-0.0944
-0.2342,0.1209,-0.0950
-0.2337,0.1221,-0.0939
-0.2337,0.1221,-0.0939
-0.2338,0.1229,-0.0942
-0.2346,0.1222,-0.0952
-0.2337,0.1222,-0.0947
-0.2349,0.1239,-0.0938
-0.2347,0.1227,-0.0937
-0.2342,0.1203,-0.0950
-0.2336,0.1245,-0.0951
-0.2329,0.1238,-0.0948
-0.2321,0.1246,-0.0947
-0.2324,0.1216,-0.0942
-0.2335,0.1214,-0.0933
-0.2334,0.1212,-0.0943
-0.2343,0.1229,-0.0948
-0.2350,0.1217,-0.0940
-0.2350,0.1216,-0.0929
-0.2349,0.1223,-0.0921
-0.2354,0.1236,-0.0924
-0.2345,0.1253,-0.0929
-0.2334,0.1242,-0.0927
-0.2330,0.1235,-0.0938
-0.2318,0.1260,-0.0940
-0.2313,0.1244,-0.0931
-0.2306,0.1246,-0.0937
-0.2302,0.1252,-0.0944
-0.2315,0.1262,-0.0935
-0.2317,0.1270,-0.0936
-0.2323,0.1261,-0.0930
-0.2317,0.1259,-0.0936
-0.2318,0.1269,-0.0920
-0.2314,0.1249,-0.0921
-0.2308,0.1242,-0.0928
-0.2310,0.1214,-0.0929
-0.2319,0.1236,-0.0929
-0.2328,0.1238,-0.0924
-0.2328,0.1252,-0.0921
-0.2328,0.1272,-0.0915
-0.2325,0.1263,-0.0919
-0.2320,0.1263,-0.0917
-0.2315,0.1270,-0.0912
-0.2327,0.1268,-0.0931
-0.2343,0.1280,-0.0936
-0.2350,0.1312,-0.0921
-0.2353,0.1304,-0.0919
-0.2351,0.1302,-0.0921
-0.2345,0.1299,-0.0925
-0.2347,0.1309,-0.0920
-0.2359,0.1315,-0.0918
-0.2363,0.1326,-0.0916
-0.2368,0.1322,-0.0913
-0.2363,0.1324,-0.0910
-0.2363,0.1320,-0.0916
-0.2362,0.1315,-0.0913
-0.2364,0.1311,-0.0908
-0.2361,0.1320,-0.0914
-0.2367,0.1317,-0.0914
-0.2376,0.1325,-0.0916
-0.2377,0.1334,-0.0924
-0.2378,0.1323,-0.0911
-0.2374,0.1330,-0.0899
-0.2363,0.1319,-0.0902
-0.2367,0.1297,-0.0897
-0.2366,0.1291,-0.0902
-0.2375,0.1293,-0.0909
-0.2381,0.1282,-0.0910
-0.2373,0.1278,-0.0921
-0.2366,0.1281,-0.0917
-0.2365,0.1275,-0.0925
-0.2370,0.1278,-0.0935
-0.2364,0.1291,-0.0928
-0.2360,0.1302,-0.0923
-0.2352,0.1310,-0.0931
-0.2355,0.1293,-0.0931
-0.2350,0.1299,-0.0933
-0.2343,0.1256,-0.0933
-0.2345,0.1256,-0.0934
-0.2337,0.1263,-0.0938
-0.2340,0.1277,-0.0943
-0.2351,0.1277,-0.0940
-0.2343,0.1278,-0.0953
-0.2348,0.1288,-0.0946
-0.2349,0.1283,-0.0940
-0.2358,0.1288,-0.0939
-0.2365,0.1288,-0.0955
-0.2365,0.1304,-0.0937
-0.2369,0.1296,-0.0940
-0.2368,0.1307,-0.0944
-0.2360,0.1304,-0.0944
-0.2351,0.1320,-0.0943
-0.2338,0.1311,-0.0941
-0.2335,0.1304,-0.0929
-0.2330,0.1312,-0.0937
-0.2334,0.1319,-0.0944
-0.2337,0.1336,-0.0957
-0.2329,0.1344,-0.0960
-0.2314,0.1328,-0.0968
-0.2321,0.1328,-0.0963
-0.2313,0.1332,-0.0965
-0.2305,0.1321,-0.0961
-0.2303,0.1323,-0.0961
-0.2307,0.1326,-0.0963
-0.2319,0.1345,-0.0952
-0.2321,0.1349,-0.0952
-0.2308,0.1374,-0.0960
-0.2304,0.1376,-0.0958
-0.2292,0.1380,-0.0964
-0.2282,0.1373,-0.0977
-0.2271,0.1409,-0.0969
-0.2273,0.1432,-0.0958
-0.2275,0.1431,-0.0951
-0.2277,0.1433,-0.0950
-0.2287,0.1418,-0.0950
-0.2285,0.1425,-0.0943
-0.2297,0.1444,-0.0929
-0.2291,0.1453,-0.0941
-0.2286,0.1450,-0.0942
-0.2271,0.1454,-0.0928
-0.2260,0.1460,-0.0917
-0.2233,0.1472,-0.0927
-0.2218,0.1481,-0.0919
-0.2202,0.1477,-0.0920
-0.2203,0.1477,-0.0931
-0.2209,0.1471,-0.0932
-0.2216,0.1454,-0.0929
-0.2212,0.1462,-0.0916
-0.2213,0.1468,-0.0925
-0.2196,0.1472,-0.0933
-0.2176,0.1482,-0.0934
-0.2161,0.1480,-0.0932
-0.2161,0.1463,-0.0925
-0.2167,0.1459,-0.0932
-0.2169,0.1448,-0.0929
-0.2175,0.1435,-0.0938
-0.2175,0.1436,-0.0941
-0.2172,0.1415,-0.0939
-0.2170,0.1415,-0.0936
-0.2175,0.1422,-0.0934
-0.2172,0.1430,-0.0937
-0.2171,0.1434,-0.0955
-0.2155,0.1467,-0.0958
-0.2147,0.1477,-0.0948
-0.2140,0.1469,-0.0935
-0.2117,0.1459,-0.0933
-0.2114,0.1469,-0.0927
-0.2113,0.1463,-0.0919
-0.2109,0.1468,-0.0922
-0.2101,0.1467,-0.0919
-0.2086,0.1495,-0.0923
-0.2089,0.1490,-0.0918
-0.2085,0.1486,-0.0915
-0.2086,0.1486,-0.0922
-0.2108,0.1479,-0.0915
-0.2115,0.1491,-0.0920
-0.2119,0.1493,-0.0924
-0.2128,0.1489,-0.0922
-0.2123,0.1477,-0.0915
-0.2115,0.1475,-0.0905
-0.2121,0.1483,-0.0908
-0.2124,0.1489,-0.0913
-0.2128,0.1502,-0.0924
-0.2136,0.1513,-0.0915
-0.2137,0.1513,-0.0907
-0.2129,0.1504,-0.0917
-0.2122,0.1512,-0.0916
-0.2114,0.1512,-0.0916
-0.2121,0.1511,-0.0917
-0.2135,0.1524,-0.0916
-0.2143,0.1535,-0.0908
-0.2154,0.1549,-0.0898
-0.2152,0.1537,-0.0906
-0.2140,0.1532,-0.0912
-0.2132,0.1538,-0.0904
-0.2136,0.1543,-0.0870
-0.2132,0.1516,-0.0889
-0.2146,0.1527,-0.0897
-0.2151,0.1549,-0.0890
-0.2147,0.1565,-0.0887
-0.2138,0.1565,-0.0900
-0.2128,0.1553,-0.0881
-0.2110,0.1528,-0.0886
-0.2107,0.1535,-0.0876
-0.2117,0.1531,-0.0877
-0.2115,0.1532,-0.0882
-0.2117,0.1525,-0.0896
-0.2120,0.1510,-0.0902
-0.2116,0.1503,-0.0903
-0.2110,0.1495,-0.0897
-0.2100,0.1469,-0.0895
-0.2082,0.1466,-0.0888
-0.2080,0.1459,-0.0898
-0.2087,0.1467,-0.0903
-0.2080,0.1467,-0.0902
-0.2077,0.1496,-0.0908
-0.2066,0.1498,-0.0904
-0.2061,0.1513,-0.0910
-0.2071,0.1524,-0.0922
-0.2077,0.1531,-0.0897
-0.2067,0.1522,-0.0885
-0.2065,0.1521,-0.0877
-0.2047,0.1503,-0.0876
-0.2046,0.1508,-0.0871
-0.2041,0.1505,-0.0865
-0.2023,0.1503,-0.0862
-0.2019,0.1498,-0.0870
-0.2020,0.1473,-0.0870
-0.2032,0.1463,-0.0875
-0.2027,0.1460,-0.0874
-0.2011,0.1474,-0.0862
-0.2008,0.1464,-0.0877
-0.2009,0.1448,-0.0879
-0.2017,0.1442,-0.0867
-0.2025,0.1461,-0.0860
-0.2028,0.1461,-0.0866
-0.2017,0.1453,-0.0877
-0.2015,0.1475,-0.0875
-0.2020,0.1453,-0.0885
-0.2017,0.1455,-0.0880
-0.2013,0.1454,-0.0876
-0.2015,0.1444,-0.0870
-0.2013,0.1472,-0.0880
-0.2016,0.1473,-0.0888
-0.2023,0.1484,-0.0884
-0.2034,0.1488,-0.0889
-0.2038,0.1502,-0.0887
-0.2040,0.1500,-0.0894
-0.2041,0.1467,-0.0897
-0.2043,0.1485,-0.0905
-0.2041,0.1502,-0.0900
-0.2043,0.1479,-0.0916
-0.2044,0.1457,-0.0900
-0.2037,0.1475,-0.0893
-0.2035,0.1482,-0.0896
-0.2030,0.1476,-0.0895
-0.2042,0.1473,-0.0891
-0.2036,0.1468,-0.0885
-0.2037,0.1450,-0.0889
-0.2028,0.1470,-0.0894
-0.2033,0.1459,-0.0894
-0.2015,0.1449,-0.0885
-0.2008,0.1442,-0.0884
-0.2007,0.1451,-0.0867
-0.2009,0.1457,-0.0853
-0.2007,0.1434,-0.0843
-0.2003,0.1438,-0.0848
-0.1984,0.1453,-0.0847
-0.1972,0.1464,-0.0852
-0.1970,0.1467,-0.0863
-0.1976,0.1475,-0.0870
-0.1979,0.1488,-0.0880
-0.1977,0.1501,-0.0876
-0.1978,0.1511,-0.0878
-0.1976,0.1538,-0.0868
-0.1980,0.1546,-0.0873
-0.1975,0.1549,-0.0858
-0.1978,0.1529,-0.0849
-0.1984,0.1520,-0.0846
-0.1994,0.1508,-0.0857
-0.1989,0.1501,-0.0850
-0.1975,0.1487,-0.0852
-0.1982,0.1492,-0.0854
-0.1975,0.1471,-0.0840
-0.1985,0.1472,-0.0846
-0.1990,0.1473,-0.0851
-0.1978,0.1434,-0.0867
-0.1974,0.1430,-0.0878
-0.1972,0.1426,-0.0885
-0.1978,0.1438,-0.0871
-0.1984,0.1439,-0.0873
-0.1978,0.1446,-0.0872
-0.1959,0.1448,-0.0881
-0.1955,0.1453,-0.0872
-0.1949,0.1446,-0.0866
-0.1957,0.1428,-0.0877
-0.1955,0.1411,-0.0887
-0.1950,0.1416,-0.0892
-0.1946,0.1398,-0.0895
-0.1938,0.1395,-0.0895
-0.1935,0.1424,-0.0907
-0.1947,0.1405,-0.0909
-0.1961,0.1397,-0.0915
-0.1977,0.1371,-0.0912
-0.1989,0.1361,-0.0909
-0.1984,0.1373,-0.0915
-0.1975,0.1373,-0.0900
-0.1974,0.1351,-0.0895
-0.1976,0.1358,-0.0898
-0.1983,0.1357,-0.0902
-0.1990,0.1354,-0.0887
-0.1992,0.1343,-0.0884
-0.1997,0.1352,-0.0890
-0.1985,0.1332,-0.0891
-0.1980,0.1319,-0.0888
-0.1981,0.1314,-0.0878
-0.1977,0.1307,-0.0879
-0.1984,0.1293,-0.0876
-0.1988,0.1300,-0.0871
-0.2002,0.1303,-0.0868
-0.2009,0.1311,-0.0851
-0.2009,0.1301,-0.0839
-0.2003,0.1298,-0.0845
-0.1995,0.1313,-0.0843
-0.2006,0.1317,-0.0851
-0.2012,0.1310,-0.0853
-0.2017,0.1280,-0.0862
-0.2002,0.1282,-0.0859
-0.2000,0.1272,-0.0861
-0.1978,0.1267,-0.0860
-0.1992,0.1297,-0.0866
-0.2009,0.1295,-0.0863
-0.2013,0.1296,-0.0863
-0.2030,0.1308,-0.0862
-0.2034,0.1297,-0.0865
-0.2037,0.1296,-0.0855
-0.2048,0.1287,-0.0838
-0.2055,0.1298,-0.0846
-0.2071,0.1301,-0.0845
-0.2081,0.1315,-0.0845
-0.2087,0.1309,-0.0847
-0.2078,0.1280,-0.0839
-0.2083,0.1273,-0.0832
-0.2081,0.1263,-0.0832
-0.2078,0.1279,-0.0840
-0.2085,0.1261,-0.0841
-0.2089,0.1253,-0.0863
-0.2068,0.1240,-0.0869
-0.2062,0.1235,-0.0879
-0.2058,0.1225,-0.0874
-0.2055,0.1250,-0.0876
-0.2052,0.1231,-0.0879
-0.2055,0.1221,-0.0888
-0.2048,0.1203,-0.0882
-0.2043,0.1193,-0.0891
-0.2040,0.1196,-0.0895
-0.2046,0.1175,-0.0893
-0.2040,0.1163,-0.0894
-0.2053,0.1156,-0.0889
-0.2064,0.1172,-0.0882
-0.2067,0.1177,-0.0894
-0.2049,0.1192,-0.0889
-0.2057,0.1192,-0.0876
-0.2059,0.1206,-0.0872
-0.2064,0.1205,-0.0890
-0.2065,0.1187,-0.0880
-0.2070,0.1171,-0.0866
-0.2078,0.1182,-0.0874
-0.2087,0.1177,-0.0865
-0.2075,0.1170,-0.0870
-0.2059,0.1171,-0.0865
-0.2053,0.1181,-0.0858
-0.2063,0.1175,-0.0854
-0.2060,0.1211,-0.0849
-0.2058,0.1216,-0.0849
-0.2062,0.1227,-0.0843
-0.2065,0.1219,-0.0830
-0.2070,0.1228,-0.0842
-0.2071,0.1239,-0.0838
-0.2077,0.1230,-0.0833
-0.2072,0.1238,-0.0830
-0.2067,0.1220,-0.0829
-0.2080,0.1227,-0.0847
-0.2085,0.1206,-0.0847
-0.2087,0.1174,-0.0847
-0.2076,0.1169,-0.0849
-0.2073,0.1191,-0.0851
-0.2083,0.1187,-0.0857
-0.2093,0.1198,-0.0849
-0.2092,0.1196,-0.0837
-0.2104,0.1198,-0.0835
-0.2107,0.1210,-0.0827
-0.2105,0.1233,-0.0828
-0.2103,0.1234,-0.0827
-0.2102,0.1233,-0.0826
-0.2106,0.1236,-0.0822
-0.2094,0.1236,-0.0824
-0.2108,0.1223,-0.0810
-0.2112,0.1213,-0.0802
-0.2100,0.1219,-0.0803
-0.2093,0.1214,-0.0799
-0.2082,0.1203,-0.0802
-0.2079,0.1185,-0.0805
-0.2082,0.1168,-0.0807
-0.2091,0.1176,-0.0810
-0.2088,0.1176,-0.0798
-0.2093,0.1175,-0.0798
-0.2091,0.1149,-0.0799
-0.2086,0.1136,-0.0796
-0.2077,0.1119,-0.0795
-0.2069,0.1125,-0.0793
-0.2068,0.1128,-0.0784
-0.2065,0.1132,-0.0781
-0.2070,0.1149,-0.0774
-0.2073,0.1148,-0.0774
-0.2068,0.1148,-0.0772
-0.2071,0.1150,-0.0779
-0.2077,0.1181,-0.0776
-0.2088,0.1195,-0.0787
-0.2085,0.1197,-0.0785
-0.2082,0.1205,-0.0784
-0.2086,0.1226,-0.0792
-0.2085,0.1228,-0.0791
-0.2090,0.1239,-0.0777
-0.2090,0.1252,-0.0781
-0.2091,0.1248,-0.0784
-0.2101,0.1265,-0.0776
-0.2108,0.1251,-0.0778
-0.2097,0.1267,-0.0777
-0.2082,0.1268,-0.0779
-0.2084,0.1260,-0.0777
-0.2100,0.1266,-0.0781
-0.2094,0.1275,-0.0768
-0.2094,0.1291,-0.0778
-0.2090,0.1309,-0.0783
-0.2096,0.1292,-0.0789
-0.2098,0.1274,-0.0793
-0.2098,0.1268,-0.0789
-0.2104,0.1262,-0.0782
-0.2113,0.1242,-0.0773
-0.2111,0.1244,-0.0776
-0.2101,0.1250,-0.0786
-0.2095,0.1259,-0.0796
-0.2101,0.1282,-0.0789
-0.2118,0.1295,-0.0789
-0.2119,0.1287,-0.0784
-0.2132,0.1273,-0.0784
-0.2134,0.1254,-0.0793
-0.2132,0.1247,-0.0799
-0.2123,0.1271,-0.0803
-0.2111,0.1279,-0.0804
-0.2110,0.1275,-0.0804
-0.2119,0.1284,-0.0803
-0.2121,0.1293,-0.0802
-0.2140,0.1280,-0.0808
-0.2138,0.1266,-0.0800
-0.2142,0.1280,-0.0808
-0.2137,0.1263,-0.0811
-0.2144,0.1253,-0.0791
-0.2155,0.1272,-0.0794
-0.2152,0.1275,-0.0794
-0.2161,0.1281,-0.0794
-0.2167,0.1275,-0.0790
-0.2162,0.1266,-0.0787
-0.2162,0.1276,-0.0791
-0.2163,0.1270,-0.0785
-0.2168,0.1252,-0.0793
-0.2164,0.1242,-0.0776
-0.2167,0.1252,-0.0768
-0.2178,0.1261,-0.0772
-0.2171,0.1258,-0.0770
-0.2164,0.1259,-0.0765
-0.2164,0.1247,-0.0769
-0.2172,0.1265,-0.0760
-0.2182,0.1259,-0.0761
-0.2171,0.1252,-0.0766
-0.2168,0.1248,-0.0768
-0.2170,0.1240,-0.0749
-0.2179,0.1236,-0.0750
-0.2183,0.1244,-0.0749
-0.2188,0.1246,-0.0752
-0.2207,0.1267,-0.0754
-0.2220,0.1264,-0.0759
-0.2226,0.1289,-0.0761
-0.2233,0.1272,-0.0767
-0.2233,0.1275,-0.0766
-0.2246,0.1316,-0.0765
-0.2253,0.1315,-0.0759
-0.2258,0.1314,-0.0770
-0.2257,0.1296,-0.0768
-0.2256,0.1274,-0.0754
-0.2255,0.1273,-0.0753
-0.2259,0.1275,-0.0747
-0.2260,0.1281,-0.0742
-0.2259,0.1274,-0.0742
-0.2254,0.1270,-0.0733
-0.2249,0.1246,-0.0732
-0.2230,0.1245,-0.0735
-0.2225,0.1261,-0.0737
-0.2232,0.1261,-0.0728
-0.2236,0.1263,-0.0725
-0.2252,0.1270,-0.0731
-0.2260,0.1290,-0.0718
-0.2273,0.1273,-0.0735
-0.2276,0.1279,-0.0738
-0.2290,0.1286,-0.0735
-0.2293,0.1273,-0.0741
-0.2305,0.1275,-0.0730
-0.2308,0.1282,-0.0728
-0.2309,0.1283,-0.0722
-0.2305,0.1290,-0.0727
-0.2297,0.1289,-0.0737
-0.2301,0.1281,-0.0733
-0.2303,0.1290,-0.0724
-0.2303,0.1293,-0.0725
-0.2293,0.1298,-0.0727
-0.2298,0.1291,-0.0729
-0.2296,0.1303,-0.0735
-0.2298,0.1301,-0.0732
-0.2311,0.1320,-0.0742
-0.2325,0.1308,-0.0746
-0.2327,0.1291,-0.0731
-0.2336,0.1286,-0.0707
-0.2336,0.1292,-0.0702
-0.2343,0.1316,-0.0702
-0.2350,0.1327,-0.0707
-0.2353,0.1333,-0.0712
-0.2346,0.1318,-0.0706
-0.2333,0.1324,-0.0689
-0.2332,0.1308,-0.0699
-0.2316,0.1289,-0.0690
-0.2320,0.1301,-0.0684
-0.2319,0.1319,-0.0686
-0.2324,0.1318,-0.0680
-0.2336,0.1331,-0.0673
-0.2342,0.1351,-0.0673
-0.2349,0.1362,-0.0667
-0.2345,0.1354,-0.0688
-0.2323,0.1374,-0.0693
-0.2311,0.1354,-0.0690
-0.2325,0.1347,-0.0680
-0.2336,0.1340,-0.0679
-0.2333,0.1350,-0.0700
-0.2332,0.1349,-0.0706
-0.2321,0.1349,-0.0706
-0.2321,0.1356,-0.0704
-0.2320,0.1355,-0.0703
-0.2320,0.1369,-0.0702
-0.2320,0.1373,-0.0700
-0.2334,0.1398,-0.0706
-0.2350,0.1402,-0.0695
-0.2332,0.1373,-0.0689
-0.2333,0.1339,-0.0687
-0.2350,0.1316,-0.0690
-0.2351,0.1324,-0.0706
-0.2340,0.1321,-0.0692
-0.2328,0.1313,-0.0697
-0.2315,0.1333,-0.0705
-0.2320,0.1334,-0.0695
-0.2315,0.1325,-0.0708
-0.2308,0.1311,-0.0702
-0.2293,0.1308,-0.0711
-0.2309,0.1333,-0.0706
-0.2313,0.1357,-0.0691
-0.2308,0.1337,-0.0688
-0.2311,0.1369,-0.0682
-0.2325,0.1372,-0.0682
-0.2327,0.1373,-0.0665
-0.2324,0.1397,-0.0663
-0.2340,0.1402,-0.0647
-0.2348,0.1421,-0.0649
-0.2346,0.1425,-0.0645
-0.2333,0.1435,-0.0639
-0.2331,0.1441,-0.0638
-0.2334,0.1453,-0.0634
-0.2333,0.1438,-0.0634
-0.2332,0.1424,-0.0633
-0.2333,0.1421,-0.0627
-0.2336,0.1435,-0.0621
-0.2328,0.1430,-0.0609
-0.2322,0.1431,-0.0617
-0.2316,0.1428,-0.0612
-0.2308,0.1420,-0.0616
-0.2306,0.1421,-0.0625
-0.2304,0.1407,-0.0623
-0.2315,0.1406,-0.0610
-0.2326,0.1419,-0.0594
-0.2318,0.1397,-0.0583
-0.2322,0.1396,-0.0588
-0.2306,0.1398,-0.0601
-0.2308,0.1399,-0.0598
-0.2304,0.1411,-0.0604
-0.2296,0.1414,-0.0602
-0.2287,0.1433,-0.0590
-0.2279,0.1432,-0.0596
-0.2271,0.1413,-0.0592
-0.2258,0.1410,-0.0598
-0.2249,0.1382,-0.0597
-0.2246,0.1384,-0.0604
-0.2244,0.1384,-0.0591
-0.2256,0.1376,-0.0576
-0.2260,0.1393,-0.0581
-0.2262,0.1402,-0.0569
-0.2261,0.1407,-0.0588
-0.2258,0.1397,-0.0577
-0.2249,0.1402,-0.0584
-0.2248,0.1387,-0.0576
-0.2241,0.1377,-0.0586
-0.2243,0.1361,-0.0600
-0.2233,0.1350,-0.0606
-0.2223,0.1360,-0.0599
-0.2205,0.1346,-0.0605
-0.2186,0.1329,-0.0615
-0.2164,0.1332,-0.0624
-0.2144,0.1322,-0.0617
-0.2130,0.1311,-0.0615
-0.2136,0.1296,-0.0615
-0.2130,0.1317,-0.0622
-0.2098,0.1321,-0.0638
-0.2081,0.1302,-0.0630
-0.2061,0.1309,-0.0628
-0.2047,0.1315,-0.0632
-0.2056,0.1317,-0.0626
-0.2059,0.1333,-0.0624
-0.2059,0.1350,-0.0620
-0.2038,0.1351,-0.0623
-0.2025,0.1335,-0.0615
-0.2036,0.1345,-0.0617
-0.2041,0.1331,-0.0608
-0.2040,0.1342,-0.0601
-0.2027,0.1369,-0.0600
-0.2026,0.1403,-0.0602
-0.2026,0.1411,-0.0597
-0.2033,0.1440,-0.0615
-0.2021,0.1433,-0.0607
-0.2007,0.1434,-0.0612
-0.2008,0.1414,-0.0615
-0.2019,0.1422,-0.0614
-0.2016,0.1432,-0.0618
-0.2002,0.1373,-0.0616
-0.2004,0.1378,-0.0611
-0.2000,0.1380,-0.0621
-0.1987,0.1363,-0.0615
-0.1982,0.1365,-0.0621
-0.1981,0.1382,-0.0622
-0.1978,0.1366,-0.0611
-0.1979,0.1362,-0.0616
-0.1975,0.1356,-0.0625
-0.1963,0.1360,-0.0626
-0.1957,0.1353,-0.0643
-0.1961,0.1362,-0.0640
-0.1963,0.1360,-0.0633
-0.1953,0.1352,-0.0636
-0.1945,0.1339,-0.0629
-0.1955,0.1331,-0.0636
-0.1962,0.1320,-0.0630
-0.1964,0.1304,-0.0630
-0.1970,0.1311,-0.0637
-0.1969,0.1303,-0.0635
-0.1979,0.1304,-0.0624
-0.1986,0.1327,-0.0629
-0.1999,0.1334,-0.0623
-0.2008,0.1339,-0.0617
-0.2012,0.1335,-0.0620
-0.1996,0.1322,-0.0618
-0.1991,0.1323,-0.0620
-0.1983,0.1309,-0.0617
-0.1984,0.1290,-0.0619
-0.1981,0.1275,-0.0613
-0.1978,0.1282,-0.0604
-0.1972,0.1276,-0.0610
-0.1965,0.1269,-0.0617
-0.1973,0.1286,-0.0610
-0.1969,0.1256,-0.0606
-0.1950,0.1246,-0.0592
-0.1951,0.1254,-0.0591
-0.1955,0.1269,-0.0592
-0.1970,0.1271,-0.0592
-0.1985,0.1271,-0.0594
-0.1970,0.1307,-0.0599
-0.1967,0.1279,-0.0594
-0.1964,0.1252,-0.0592
-0.1961,0.1256,-0.0592
-0.1948,0.1244,-0.0602
-0.1963,0.1247,-0.0593
-0.1968,0.1250,-0.0590
-0.1979,0.1255,-0.0595
-0.1990,0.1289,-0.0587
-0.1989,0.1289,-0.0585
-0.1992,0.1302,-0.0596
-0.1980,0.1271,-0.0586
